"","Accessories.All.Other.Accessories","Accessories.Belt","Accessories.Gloves","Accessories.Hat","Accessories.Make.up","Accessories.Scarf","Accessories.Ties","Accessories.Umbrella","Book.Address.book","Book.Diary","Book.Hard.Cover","Book.Other","Book.Paperback","Book.Photo.album","Book.Soft.cover","Carry.Bag...Luggage.All.other.baggage","Carry.Bag...Luggage.Backpack","Carry.Bag...Luggage.Briefcase","Carry.Bag...Luggage.Duffle.bag","Carry.Bag...Luggage.Garment.suit.bag","Carry.Bag...Luggage.Handbag","Carry.Bag...Luggage.Messenger.bag","Carry.Bag...Luggage.Shopping.bag","Carry.Bag...Luggage.Shoulder.bag","Carry.Bag...Luggage.Suitcase","Carry.Bag...Luggage.Tote.bag","Cell.Phone.Telephone.Communication.Device.Answering.Machine","Cell.Phone.Telephone.Communication.Device.Cell.phone.","Cell.Phone.Telephone.Communication.Device.Other","Cell.Phone.Telephone.Communication.Device.Pager","Cell.Phone.Telephone.Communication.Device.Telephone.Accessories","Cell.Phone.Telephone.Communication.Device.Walkie.Talkie","Clothing..All.Other.Clothing","Clothing..Blouse","Clothing..Coat.","Clothing..Dress","Clothing..Jacket","Clothing..Leather.Jacket","Clothing..Nightwear","Clothing..Pants.trousers.shorts","Clothing..Shirt","Clothing..Skirt","Clothing..Suit","Clothing..Sweater","Clothing..T.shirt","Clothing..Under.garment","Currency.Cash","Currency.Foreign.Currency","Currency.Gift.Card.","Currency.Money.Order","Currency.Other.Currency","Currency.Payroll.check","Currency.Personal.Check","Currency.Travelers.Checks.","Electronics.Air.conditioner","Electronics.All.other.Electronics","Electronics.Body.Activity.Tracker","Electronics.CD.Player","Electronics.Calculator","Electronics.Camera","Electronics.Camera.Accessories","Electronics.Clock","Electronics.Computer.","Electronics.Computer.Accessories","Electronics.Computer.External.Hard.Drive","Electronics.DVD.Player","Electronics.Digital.Camera","Electronics.Digital.media.MP3.4.Player","Electronics.Earphones.Speakers","Electronics.Electronic.Reading.Device","Electronics.Electronic.Tablet","Electronics.Electronic.accessories","Electronics.GPS.Navigation.System","Electronics.PDA","Electronics.Photo.Video.Equipment","Electronics.Portable.radio","Electronics.Record.Player","Electronics.Television.set","Electronics.Translator","Electronics.USB.Drive","Electronics.Walkman","Entertainment..Music.Movies.Games..All.Other.Entertainment","Entertainment..Music.Movies.Games..Blu.Ray","Entertainment..Music.Movies.Games..Compact.Disc","Entertainment..Music.Movies.Games..Computer.Games.","Entertainment..Music.Movies.Games..DVD","Entertainment..Music.Movies.Games..VHS.Tape","Entertainment..Music.Movies.Games..Video.Games.System","Eye.Wear.Eye.glasses","Eye.Wear.Eyeglass.case.without.glasses","Eye.Wear.Other","Eye.Wear.Sunglasses","Footwear.All.Other.Footwear","Footwear.Boots","Footwear.Galoshes","Footwear.Sandals","Footwear.Shoes","Footwear.Slippers","Footwear.Sneakers","Home.Furnishings.All.Other.Furnishings","Home.Furnishings.Appliances","Home.Furnishings.Dishware","Home.Furnishings.Floor.Covering","Home.Furnishings.Linen","Home.Furnishings.Ornaments","Home.Furnishings.Wall.and.Window.Covering","Identification.AAA.Card","Identification.All.Other.Personal.Identification","Identification.Badge","Identification.Benefit.Card","Identification.Birth.Certificate","Identification.Credit.Card","Identification.Death.Certificate","Identification.Debit.Card","Identification.Drivers.License","Identification.Employment.ID","Identification.Identification.Card","Identification.Insurance.Card","Identification.Library.card","Identification.Membership.card","Identification.Military.ID","Identification.Passport","Identification.Registration.Card","Identification.Resident.Card","Identification.School.ID","Identification.Social.Security.Card","Jewelry.All.other.Jewelry","Jewelry.Bracelet","Jewelry.Cuff.Links","Jewelry.Earrings","Jewelry.Fashion..Costume.","Jewelry.Necklace","Jewelry.Ring","Jewelry.Tie.Clips","Jewelry.Watch","Keys.All.Other.keys","Keys.Car","Keys.Electronic.key.card","Keys.House","Medical.Equipment...Medication.All.Other.Medical.Equipment...Supplies","Medical.Equipment...Medication.Blood.Pressure.Meter","Medical.Equipment...Medication.Cane","Medical.Equipment...Medication.Diabetic.Testing.Equipment","Medical.Equipment...Medication.Electric.wheelchair.scooter","Medical.Equipment...Medication.Glucose.Meter","Medical.Equipment...Medication.Insulin.Pump","Medical.Equipment...Medication.Medication","Medical.Equipment...Medication.Other","Medical.Equipment...Medication.Walker","Medical.Equipment...Medication.Wheel.Chair","Medical.Equipment...Medication.X...Rays","Miscellaneous.All.Other.Misc.Items.","Miscellaneous.Art.and.Crafts","Miscellaneous.Baby.stroller.Carrier","Miscellaneous.Blue.print","Miscellaneous.Checkbook","Miscellaneous.Envelope","Miscellaneous.Folder","Miscellaneous.Lunch.box","Miscellaneous.Mail","Miscellaneous.Photo.Pictures","Miscellaneous.Portfolio","Miscellaneous.Stationary.Supplies","Miscellaneous.Tefillin.Phylacteries..Jewish.","Musical.Instrument.All.Other.Instruments","Musical.Instrument.Clarinet","Musical.Instrument.Flute","Musical.Instrument.Guitar","Musical.Instrument.Harmonica","Musical.Instrument.Musical.instrument.accessories","Musical.Instrument.Saxophone","Musical.Instrument.Trumpet","Musical.Instrument.Violin","NYCT.Equipment.All.other.NYCT.Equiment","NYCT.Equipment.Badge","NYCT.Equipment.Epic.pass","NYCT.Equipment.Pass.or.Badge.holder","NYCT.Equipment.Radio","NYCT.Equipment.Vest","Sports.Equipment.All.Other.sports.equipment","Sports.Equipment.Ball","Sports.Equipment.Bats","Sports.Equipment.Bicycle","Sports.Equipment.Binocular","Sports.Equipment.Electric.Motor.Scooter","Sports.Equipment.Golf.Club","Sports.Equipment.Hockey.Stick","Sports.Equipment.Protective.Gear","Sports.Equipment.Scooter","Sports.Equipment.Skateboard","Sports.Equipment.Skis","Sports.Equipment.Sports.Racket","Tickets.Airline","Tickets.All.Other.Tickets","Tickets.Entertainment.Tickets","Tickets.LIRR.Tickets","Tickets.Lottery.Tickets","Tickets.MTA.Metrocard","Tickets.Metro.North.Tickets","Tickets.NJ.Transit","Tickets.Transit.Check","Tools.Tool.Belt","Tools.Tool.Box","Tools.Tools","Toys.All.Other.Toys","Toys.Baby.Toys","Toys.Board.Game","Toys.Cars.Trucks","Toys.Doll","Toys.Stuffed.Animals","Wallet.Purse.All.Other.Wallet...Purse","Wallet.Purse.Billfold","Wallet.Purse.Business.Card.holder","Wallet.Purse.Fanny.pack","Wallet.Purse.Handbag","Wallet.Purse.ID.Holder","Wallet.Purse.Lanyard","Wallet.Purse.Pouch","Wallet.Purse.Purse","Wallet.Purse.Wallet","Wallet.Purse.Wristlet","date"
"1",1123,212,3130,3392,1556,1798,232,2600,641,442,2924,555,5335,30,2763,5293,11378,571,1034,132,3100,221,13883,3033,417,5373,8,34739,49,69,2912,112,3169,750,514,551,2885,84,163,5150,3594,465,70,2192,2802,2167,29746,1693,1661,157,128,732,1204,20,2,1573,9,142,412,250,229,18,874,347,35,117,804,1909,509,563,596,578,39,18,316,269,28,7,30,487,79,271,3,842,325,927,113,383,7006,289,210,2386,121,694,20,382,2003,467,1992,516,86,547,25,851,39,63,586,8900,128,8948,949,14736,21,27734,13469,5905,10123,11846,5356,7904,225,2181,362,764,12580,5452,154,675,3,347,2144,380,981,3,1507,3365,1664,336,8247,665,44,432,68,2,258,42,4259,332,7,11,100,22829,484,99,22,788,2222,3836,1047,2123,831,676,3406,13,104,67,84,39,8,50,28,62,78,34,36,272,12,8,10,432,198,13,160,19,1,5,5,281,54,35,3,110,82,400,92,270,505,34432,171,292,168,11,39,808,582,107,69,164,161,251,1104,177,458,165,481,6186,51,2252,9397,32128,1412,"2015-07-09"
